duration,protocol_type,service,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,srv_count,srv_serror_rate,srv_rerror_rate,srv_diff_host_rate,label
0,tcp,http,223,2372,SF,0,0,0,20,0.0,0.0,1.0,0.0,20,0.0,0.0,0.0,normal
0,udp,domain_u,42,42,SF,0,0,0,8,0.0,0.0,1.0,0.0,17,0.0,0.0,0.29,normal
0,udp,domain_u,44,115,SF,0,0,0,1,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,normal
0,tcp,http,225,1384,SF,0,0,0,2,0.0,0.0,1.0,0.0,5,0.0,0.0,0.4,normal
0,tcp,http,352,772,SF,0,0,0,14,0.0,0.0,1.0,0.0,14,0.0,0.0,0.0,normal
0,tcp,http,313,248,SF,0,0,0,6,0.0,0.0,1.0,0.0,7,0.0,0.0,0.29,normal
0,icmp,eco_i,30,0,SF,0,0,0,2,0.0,0.0,0.5,1.0,1,0.0,0.0,0.0,normal
0,tcp,http,221,12891,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,284,396,SF,0,0,0,3,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,normal
0,udp,domain_u,31,0,SF,0,0,0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,normal
9,udp,private,105,147,SF,0,0,0,2,0.0,0.0,0.5,1.0,1,0.0,0.0,0.0,normal
0,udp,domain_u,42,42,SF,0,0,0,5,0.0,0.0,1.0,0.0,11,0.0,0.0,0.27,normal
0,tcp,http,264,17,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
1,tcp,smtp,1277,328,SF,0,0,0,1,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,normal
0,udp,private,105,147,SF,0,0,0,8,0.0,0.0,0.12,0.38,1,0.0,0.0,0.0,normal
0,tcp,http,322,1721,SF,0,0,0,8,0.0,0.0,1.0,0.0,31,0.0,0.0,0.06,normal
0,tcp,http,195,1382,SF,0,0,0,5,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,icmp,ecr_i,30,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,ftp_data,7162,0,SF,0,0,0,7,0.0,0.0,1.0,0.0,7,0.0,0.0,0.0,normal
0,tcp,http,221,1713,SF,0,0,0,13,0.0,0.0,1.0,0.0,13,0.0,0.0,0.0,normal
0,tcp,http,162,23226,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,ftp_data,12324,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,udp,domain_u,45,81,SF,0,0,0,152,0.0,0.0,0.99,0.01,153,0.0,0.0,0.02,normal
0,udp,domain_u,46,141,SF,0,0,0,284,0.0,0.0,1.0,0.01,283,0.0,0.0,0.0,normal
0,udp,domain_u,46,149,SF,0,0,0,66,0.0,0.0,1.0,0.0,146,0.0,0.0,0.01,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,2,0.0,1.0,1.0,normal
1,tcp,auth,14,41,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,206,1214,SF,0,0,0,8,0.0,0.0,1.0,0.0,16,0.0,0.0,0.19,normal
6938,udp,other,147,105,SF,0,0,0,6,0.0,0.0,0.17,0.67,1,0.0,0.0,0.0,normal
0,tcp,http,346,1342,SF,0,0,0,16,0.0,0.0,1.0,0.0,16,0.0,0.0,0.0,normal
0,udp,domain_u,43,126,SF,0,0,0,188,0.0,0.0,0.99,0.01,187,0.0,0.0,0.0,normal
1,tcp,auth,14,41,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,http,322,2514,SF,0,0,0,1,0.0,0.0,1.0,0.0,5,0.0,0.0,0.4,normal
0,tcp,http,289,1001,SF,0,0,0,4,0.0,0.0,1.0,0.0,4,0.0,0.0,0.0,normal
0,tcp,http,325,788,SF,0,0,0,15,0.0,0.0,1.0,0.0,15,0.0,0.0,0.0,normal
0,tcp,http,259,426,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,smtp,1717,335,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,288,499,SF,0,0,0,23,0.0,0.0,1.0,0.0,23,0.0,0.0,0.0,normal
0,tcp,http,267,1382,SF,0,0,0,3,0.33,0.0,1.0,0.0,4,0.5,0.0,0.5,normal
0,tcp,http,368,451,SF,0,0,0,9,0.0,0.0,1.0,0.0,9,0.0,0.0,0.0,normal
0,tcp,http,217,405,SF,0,0,0,1,0.0,0.0,1.0,0.0,6,0.0,0.0,0.33,normal
0,tcp,ftp_data,5891,0,SF,0,0,0,17,0.0,0.0,1.0,0.0,17,0.0,0.0,0.0,normal
2,tcp,smtp,1630,330,SF,0,0,0,1,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,normal
0,tcp,ftp_data,879,0,SF,0,0,0,10,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,normal
0,tcp,http,278,1141,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,smtp,972,330,SF,0,0,0,2,0.0,0.0,0.5,1.0,2,0.0,0.0,1.0,normal
0,tcp,ftp_data,501760,0,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
1,tcp,smtp,1280,331,SF,0,0,0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,normal
0,tcp,http,205,3978,SF,0,0,0,3,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,ftp_data,151,0,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,308,1380,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,http,271,147,SF,0,0,0,1,0.0,0.0,1.0,0.0,10,0.0,0.0,0.3,normal
0,udp,domain_u,45,74,SF,0,0,0,130,0.0,0.0,1.0,0.0,130,0.0,0.0,0.0,normal
0,udp,domain_u,43,43,SF,0,0,0,108,0.0,0.0,1.0,0.0,188,0.0,0.0,0.01,normal
0,tcp,http,369,759,SF,0,0,0,2,0.5,0.0,1.0,0.0,2,0.5,0.0,0.0,normal
0,udp,domain_u,44,128,SF,0,0,0,54,0.0,0.0,1.0,0.0,184,0.0,0.0,0.01,normal
2,tcp,smtp,1679,357,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,ftp_data,190,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,3,0.0,0.0,0.67,normal
0,tcp,http,399,819,SF,0,0,0,6,0.0,0.0,1.0,0.0,22,0.0,0.0,0.09,normal
0,tcp,finger,6,171,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,187,6402,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,ftp_data,15876,0,SF,0,0,0,16,0.0,0.0,1.0,0.0,16,0.0,0.0,0.0,normal
0,tcp,http,251,2792,SF,0,0,0,17,0.06,0.0,1.0,0.0,32,0.03,0.0,0.06,normal
0,icmp,red_i,91,0,SF,0,0,0,9,0.0,0.0,1.0,0.0,9,0.0,0.0,0.0,normal
184,udp,other,146,105,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,http,206,1214,SF,0,0,0,12,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,normal
0,udp,domain_u,131,46,SF,0,0,0,300,0.0,0.0,1.0,0.01,299,0.0,0.0,0.0,normal
576,tcp,telnet,86,4586,RSTO,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,http,304,1380,SF,0,0,0,1,0.0,0.0,1.0,0.0,7,0.0,0.0,0.29,normal
0,tcp,http,217,1035,SF,0,0,0,34,0.0,0.0,1.0,0.0,34,0.0,0.0,0.0,normal
0,udp,domain_u,42,131,SF,0,0,0,111,0.0,0.0,1.0,0.0,111,0.0,0.0,0.0,normal
0,tcp,http,208,762,SF,0,0,0,4,0.0,0.0,1.0,0.0,18,0.0,0.0,0.17,normal
2,tcp,smtp,1379,370,SF,0,0,0,1,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,normal
0,tcp,http,219,2122,SF,0,0,0,6,0.0,0.0,1.0,0.0,8,0.0,0.0,0.38,normal
0,tcp,ftp_data,12241,0,SF,0,0,0,7,0.0,0.0,1.0,0.0,23,0.0,0.0,0.09,normal
0,tcp,ftp_data,192,0,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,238,289,SF,0,0,0,16,0.0,0.0,1.0,0.0,17,0.0,0.0,0.12,normal
0,udp,domain_u,42,108,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,udp,ntp_u,48,48,SF,0,0,0,2,0.0,0.0,0.5,1.0,1,0.0,0.0,0.0,normal
0,tcp,http,169,2227,SF,0,0,0,8,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,normal
0,udp,domain_u,45,129,SF,0,0,0,233,0.0,0.0,1.0,0.01,309,0.0,0.0,0.01,normal
0,tcp,domain,48,48,SF,0,0,0,20,0.0,0.0,0.05,0.1,1,0.0,0.0,0.0,normal
0,tcp,http,269,745,SF,0,0,0,1,0.0,0.0,1.0,0.0,11,0.0,0.0,0.36,normal
1,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,http,330,1321,SF,0,0,0,6,0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,normal
0,tcp,http,203,2572,SF,0,0,0,25,0.0,0.0,1.0,0.0,25,0.0,0.0,0.0,normal
0,tcp,http,223,10378,SF,0,0,0,10,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,normal
0,tcp,pop_3,35,130,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,229,1402,SF,0,0,0,16,0.0,0.0,1.0,0.0,33,0.0,0.0,0.06,normal
0,tcp,http,304,1630,SF,0,0,0,7,0.0,0.0,1.0,0.0,7,0.0,0.0,0.0,normal
0,tcp,http,234,1719,SF,0,0,0,11,0.0,0.0,1.0,0.0,11,0.0,0.0,0.0,normal
16534,udp,other,146,105,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,210,4089,SF,0,0,0,38,0.0,0.0,1.0,0.0,38,0.0,0.0,0.0,normal
0,tcp,http,198,1278,SF,0,0,0,12,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,normal
0,tcp,ftp_data,3468,0,SF,0,0,0,24,0.0,0.0,1.0,0.0,24,0.0,0.0,0.0,normal
0,tcp,http,162,19994,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,229,1095,SF,0,0,0,19,0.0,0.0,1.0,0.0,20,0.0,0.0,0.1,normal
0,tcp,http,265,1516,SF,0,0,0,13,0.0,0.0,1.0,0.0,16,0.0,0.0,0.25,normal
0,tcp,http,192,509,SF,0,0,0,5,0.0,0.0,1.0,0.0,7,0.0,0.0,0.43,normal
0,udp,domain_u,45,140,SF,0,0,0,52,0.0,0.0,1.0,0.0,202,0.0,0.0,0.02,normal
0,udp,domain_u,46,137,SF,0,0,0,70,0.0,0.0,1.0,0.0,150,0.0,0.0,0.01,normal
0,udp,domain_u,45,45,SF,0,0,0,141,0.0,0.0,1.0,0.0,141,0.0,0.0,0.0,normal
0,tcp,http,216,617,SF,0,0,0,6,0.0,0.0,1.0,0.0,7,0.0,0.0,0.29,normal
0,tcp,smtp,1053,394,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,213,4556,SF,0,0,0,10,0.0,0.0,1.0,0.0,10,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,6,0.0,1.0,1.0,0.0,48,0.0,0.96,0.08,normal
0,tcp,http,204,1896,SF,0,0,0,7,0.0,0.0,1.0,0.0,7,0.0,0.0,0.0,normal
0,icmp,urp_i,78,0,SF,0,0,0,41,0.0,0.0,0.02,0.05,1,0.0,0.0,0.0,normal
0,tcp,http,228,1587,SF,0,0,0,6,0.0,0.0,1.0,0.0,11,0.09,0.0,0.27,normal
1,tcp,smtp,709,339,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,204,8064,SF,0,0,0,9,0.0,0.0,1.0,0.0,9,0.0,0.0,0.0,normal
0,tcp,http,0,0,RSTO,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
1,tcp,smtp,753,331,SF,0,0,0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,normal
0,tcp,http,214,388,SF,0,0,0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,0.67,normal
0,tcp,http,258,1772,SF,0,0,0,1,0.0,0.0,1.0,0.0,4,0.0,0.0,0.75,normal
0,tcp,http,365,295,SF,0,0,0,8,0.0,0.0,1.0,0.0,9,0.0,0.0,0.22,normal
0,tcp,http,244,6907,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,smtp,665,344,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,smtp,1418,334,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,191,2241,SF,0,0,0,8,0.12,0.0,1.0,0.0,11,0.09,0.0,0.18,normal
0,icmp,urp_i,182,0,SF,0,0,0,7,0.0,0.0,0.86,0.29,6,0.0,0.0,0.0,normal
0,tcp,http,231,1187,SF,0,0,0,3,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,normal
0,tcp,http,285,572,SF,0,0,0,10,0.0,0.0,1.0,0.0,11,0.0,0.0,0.18,normal
0,udp,domain_u,45,75,SF,0,0,0,119,0.0,0.0,1.0,0.0,121,0.0,0.0,0.02,normal
0,tcp,http,202,665,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,325,737,SF,0,0,0,1,0.0,0.0,1.0,0.0,14,0.0,0.0,0.29,normal
0,tcp,http,0,0,REJ,0,0,0,1,0.0,1.0,1.0,0.0,2,0.0,1.0,1.0,normal
0,tcp,http,211,1227,SF,0,0,0,4,0.0,0.0,1.0,0.0,43,0.0,0.0,0.05,normal
0,tcp,ftp_data,37,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,udp,domain_u,43,93,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,http,294,1600,SF,0,0,0,8,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,normal
0,tcp,ftp_data,12,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,http,297,2239,SF,0,0,0,5,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,normal
0,tcp,smtp,1048,337,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,253,2858,SF,0,0,0,1,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,normal
0,tcp,http,220,308,SF,0,0,0,12,0.0,0.0,1.0,0.0,13,0.0,0.0,0.15,normal
0,tcp,http,214,6887,SF,0,0,0,3,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,normal
0,tcp,http,196,857,SF,0,0,0,3,0.33,0.0,1.0,0.0,10,0.1,0.0,0.2,normal
0,udp,domain_u,46,132,SF,0,0,0,77,0.0,0.0,0.99,0.03,157,0.0,0.0,0.01,normal
0,tcp,smtp,3247,407,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,http,355,1189,SF,0,0,0,11,0.0,0.0,1.0,0.0,15,0.0,0.0,0.13,normal
0,tcp,http,299,2340,SF,0,0,0,10,0.0,0.0,1.0,0.0,44,0.0,0.02,0.14,normal
0,udp,domain_u,43,107,SF,0,0,0,1,0.0,0.0,1.0,0.0,4,0.0,0.0,0.75,normal
0,tcp,ftp_data,151,0,SF,0,0,0,8,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,normal
0,udp,domain_u,45,45,SF,0,0,0,165,0.0,0.0,1.0,0.0,165,0.0,0.0,0.0,normal
0,udp,domain_u,46,75,SF,0,0,0,260,0.0,0.0,1.0,0.0,260,0.0,0.0,0.0,normal
0,tcp,http,287,870,SF,0,0,0,5,0.0,0.0,1.0,0.0,9,0.0,0.0,0.33,normal
4,tcp,time,0,4,SF,0,0,0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,normal
0,tcp,ftp_data,12,0,SF,0,0,0,2,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,normal
0,tcp,http,236,1112,SF,0,0,0,8,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,normal
0,tcp,http,207,306,SF,0,0,0,5,0.0,0.0,1.0,0.0,6,0.0,0.0,0.33,normal
